JOURNAL NAME;AREA
Revue D Histoire De L Amerique Francaise ; humanities
International Journal of Logistics-research and Applications ; social
Psicologia Em Estudo ; social
Literacy ; social
International Journal of Computer Assisted Radiology and Surgery ; eecs
Plant Signaling & Behavior ; bio
American Journal of Physiology ; medical
Scandinavian Journal of Rehabilitation Medicine ; health
Science, Technology, & Human Values ; social
Geophysical Research Letters ; interdiscipline
Headache ; brain
Aibr-revista De Antropologia Iberoamericana ; social
Journal of Personal & Interpersonal Loss ; social
Nephrologie & Therapeutique ; medical
Annals of Combinatorics ; mathphysics
International Dental Journal ; health
Grey Room ; humanities
Sexual and Relationship Therapy ; medical
American Journal of Environmental Sciences ; engineering
Research in Astronomy and Astrophysics ; mathphysics
Advanced Science Letters ; mathphysics
Wirtschaftsdienst ; social
International Journal of Agricultural Research ; bio
Accident Analysis & Prevention ; engineering
Florida Entomologist ; bio
Synthetic Communications ; chem
International Journal of Modelling, Identification and Control ; eecs
Communicatio ; social
Linguistics and Education ; social
Negotiation Journal ; social
Ambix ; humanities
Iheringia Serie Zoologia ; bio
Mutation Research-reviews in Mutation Research ; diseases
Revista Espanola De Salud Publica ; health
Drugs of Today ; medical
Psychotherapy Research ; health
Journal of Psychosomatic Obstetrics & Gynecology ; social
Pedobiologia ; bio
Ethics & Behavior ; health
Journal of Meteorology ; earth
Biomechanics and Modeling in Mechanobiology ; health
Dairy Industries International ; biotech
Minerva Chirurgica ; medical
Bulletin of The Veterinary Institute in Pulawy ; diseases
Semiotica ; humanities
Journal of Inherited Metabolic Disease ; medical
Plastic and Reconstructive Surgery ; health
Acta Geotechnica ; engineering
European Journal of Operational Research ; social
British Journal of Development Psychology ; social
Black Scholar ; humanities
Sefarad ; humanities
International Journal of Fluid Mechanics Research ; engineering
Journal of Essential Oil Research ; chem
Reviews in Aquaculture ; bio
Journal of Travel Research ; social
Gender, Work and Organization ; social
Journal of Health and Social Behavior ; health
Acta Dermato-venereologica ; medical
Quarterly Journal of Economics ; social
Southern Cultures ; humanities
Journal of the Entomological Research Society ; bio
Automatica ; eecs
Thermochimica Acta ; chem
Theoretical and Applied Fracture Mechanics ; engineering
Geomorphology ; earth
Mutation Research ; diseases
Indian Journal of Chemical Technology ; chem
Current Neurology and Neuroscience Reports ; brain
Green Chemistry ; chem
Bulletin of The Korean Mathematical Society ; mathphysics
Current Medical Research and Opinion ; medical
Journal of Government Information ; eecs
Seminars in Oncology Nursing ; social
Iranian Red Crescent Medical Journal ; health
Annales Societatis Geologorum Poloniae ; earth
Childhood ; social
Judgment and Decision Making ; social
Recent Patents on Biotechnology ; biotech
Journal of Experimental Nanoscience ; engineering
Journal of Social Work Practice in The Addictions ; health
South East Asia Research ; humanities
Scandinavian Journal of Hospitality and Tourism ; social
Plant Ecology and Evolution ; bio
Current Topics in Medicinal Chemistry ; chem
ChemMedChem ; diseases
Journal of College Student Development ; social
Indian Journal of Hematology and Blood Transfusion ; medical
Forum Mathematicum ; mathphysics
Pediatrics International ; medical
Vacuum ; mathphysics
Mathematics in Computer Science ; eecs
Ultrastructural Pathology ; medical
Computer Physics Communications ; chem
Journal of Minimally Invasive Gynecology ; medical
Asian Economic Journal ; social
Condensed Matter Physics ; mathphysics
IEEE Transactions on Audio, Speech, and Language Processing ; eecs
Comptes Rendus Palevol ; earth
International Studies Perspectives ; social
Bird Study ; bio
Graphs and Combinatorics ; mathphysics
Journal of The Illuminating Engineering Society ; engineering
Marine Technology Society Journal ; engineering
Internationales Archiv Fur Sozialgeschichte Der Deutschen Literatur ; humanities
Israel Journal of Chemistry ; chem
Textile Progress ; engineering
Archives of Iranian Medicine ; health
Survey Review ; earth
Computer Science - Research and Development ; health
Legacy ; humanities
International Journal of Medical Microbiology ; diseases
Journal of Functional Foods ; chem
Archaeologies-journal of The World Archaeological Congress ; earth
Journal of Leisure Research ; social
Computers & Electrical Engineering ; eecs
Substance Abuse ; health
International Emergency Nursing ; health
Environment and Urbanization ; social
Journal of The Chemical Society-dalton Transactions ; chem
Parasitology Today ; bio
Journal of Humanistic Psychology ; health
European Planning Studies ; social
Italian Studies ; humanities
Victorian Literature and Culture ; humanities
Strategic Entrepreneurship Journal ; social
Differential Equations ; mathphysics
Animal Production Science ; diseases
Russian Journal of Nematology ; bio
Psychologia ; social
Cellular and Molecular Neurobiology ; brain
Economics of Education Review ; social
Plant Molecular Biology Reporter ; bio
Journal of Couple & Relationship Therapy ; social
Hormones and Behavior ; brain
ZooKeys ; bio
Clinical Linguistics & Phonetics ; brain
Rairo-operations Research ; social
Test ; social
Quantitative Finance ; social
Journal of The National Comprehensive Cancer Network ; medical
Biological Reviews of The Cambridge Philosophical Society ; bio
Review of General Psychology ; social
Ferroelectrics Letters Section ; engineering
Journal of Philosophical Research ; humanities
Juvenile and Family Court Journal ; social
Biomedical Digital Libraries ; health
Syntax ; humanities
Annual Review of Medicine ; diseases
Mental Retardation ; social
Health & Social Work ; social
Aeu-international Journal of Electronics and Communications ; eecs
Learned Publishing ; diseases
Higher Education ; social
Hydrology and Earth System Sciences ; engineering
Simulation in Healthcare ; eecs
Journal of Electrocardiology ; medical
Contemporary Clinical Trials ; social
Developmental Biology ; medical
American Bee Journal ; bio
Journal of Aircraft ; engineering
Immunology and Allergy Clinics of North America ; medical
Journal of Pharmaceutical Care in Pain & Symptom Control ; health
Computer Science and Information Systems ; eecs
Survey Methodology ; social
Morbidity and Mortality Weekly Report ; health
Addiction ; health
Nucleic Acids Research ; biotech
International Journal of Electronic Commerce ; social
Environment and History ; humanities
ICGA Journal ; eecs
Current Diabetes Reviews ; medical
World Pumps ; engineering
Kinetic and Related Models ; mathphysics
Journal of Macromolecular Science-reviews in Macromolecular Chemistry and Physics ; chem
Journal of Latin American Geography ; social
Journal of Technology Transfer ; social
Philosophical Investigations ; humanities
Reviews of Physiology Biochemistry and Pharmacology ; diseases
Sar and Qsar in Environmental Research ; chem
Theater ; humanities
William and Mary Quarterly ; humanities
Global Business and Organizational Excellence ; social
Religious Studies Review ; humanities
China Communications ; eecs
BMC Women's Health ; medical
Scandinavian Journal of Clinical & Laboratory Investigation ; medical
Internal Medicine Journal ; medical
Experimental Lung Research ; medical
Clinical Nutrition ; medical
Cognitive Science ; brain
Oncogene ; medical
Annals of Internal Medicine ; medical
Open Economies Review ; social
Fungal Genetics and Biology ; biotech
Journal of Neuroinflammation ; brain
Chemical Product and Process Modeling ; engineering
Bioprocess Engineering ; biotech
Econ Journal Watch ; social
Telos ; social
Indian Journal of Dermatology ; medical
Iet Radar Sonar and Navigation ; eecs
Identity ; social
Journal of Modern Applied Statistical Methods ; social
Industrial and Commercial Training ; social
Combustion and Flame ; engineering
Comments on Inorganic Chemistry ; chem
Minerva Endocrinologica ; medical
Reviews of Environmental Contamination and Toxicology ; engineering
Proceedings of The International Astronomical Union ; mathphysics
Russian History-histoire Russe ; humanities
Journal of Gynecologic Surgery ; medical
Biomedizinische Technik ; health
Journal of Biosciences ; bio
Philosophy of Science ; brain
Survival ; social
Respiratory Medicine Extra ; medical
Briefings in Functional Genomics and Proteomics ; biotech
Social History of Medicine ; humanities
Value in Health ; health
Tropical Journal of Pharmaceutical Research ; chem
Ecological Modelling ; bio
Reproductive Medicine and Biology ; medical
European Physical Education Review ; health
South Asian Survey ; social
Environmental Health ; earth
Eighteenth-century Life ; humanities
Business Ethics Quarterly ; social
American Journal of Community Psychology ; social
Jahrbucher Fur Nationalokonomie Und Statistik ; social
Exogenous Dermatology ; medical
Orbis ; social
Computers in Industry ; eecs
Youth Violence and Juvenile Justice ; social
International Journal of Computer Applications ; social
Archive for History of Exact Sciences ; humanities
Food Biophysics ; chem
Umweltwissenschaften Und Schadstoff-forschung ; bio
Novenytermeles ; bio
Biochemical Engineering Journal ; biotech
Biological & Pharmaceutical Bulletin ; chem
Journal of Cognitive Neuroscience ; brain
Policing & Society ; social
Safety Science ; eecs
Trace Elements and Electrolytes ; health
Journal of NeuroInterventional Surgery ; health
Molecular Diversity ; chem
Programming and Computer Software ; eecs
Theoretical Biology and Medical Modelling ; eecs
Journal of Economic Psychology ; social
Reaction Kinetics and Catalysis Letters ; chem
Critique of Anthropology ; social
Anz Journal of Surgery ; medical
Applied and Computational Mathematics ; mathphysics
Epilepsia ; brain
Dance Chronicle ; medical
Physics and Chemistry of The Earth Part A-solid Earth and Geodesy ; earth
Journal of the American Board of Family Medicine ; health
Indian Journal of Otolaryngology and Head & Neck Surgery ; health
International Journal of Forecasting ; social
Cornell Hospitality Quarterly ; social
Anthropologie ; earth
Optoelectronics Letters ; eecs
South Atlantic Quarterly ; humanities
Pacific Journal of Mathematics ; mathphysics
Applied Animal Behaviour Science ; diseases
Childrens Literature in Education ; social
Journal of Hospitality Leisure Sport & Tourism Education ; social
Oncologist ; medical
International Journal of Childrens Spirituality ; health
Europhysics News ; mathphysics
European Journal of Engineering Education ; social
Nanoscale and Microscale Thermophysical Engineering ; engineering
Journal of Physical Chemistry A ; chem
Immunological Investigations ; bio
Cmc-computers Materials & Continua ; engineering
Japan and the World Economy ; social
Bit Numerical Mathematics ; mathphysics
History and Anthropology ; social
Fluid Dynamics ; engineering
The Scandinavian Journal of Economics ; social
Systematic and Applied Microbiology ; biotech
Journal of Environmental and Engineering Geophysics ; engineering
Social & Legal Studies ; social
Medizinische Klinik ; medical
Czech Journal of Animal Science ; diseases
Folia Linguistica ; humanities
Journal of Applied Poultry Research ; diseases
Indian Journal of Gender Studies ; social
Hemodialysis International ; health
Tourism Economics ; social
Climate Policy ; social
Journal of Quaternary Science ; earth
Molecular Therapy ; diseases
Public Policy Research ; social
Neuron Glia Biology ; brain
Clinical and Applied Thrombosis-Hemostasis ; medical
Genetic Epidemiology ; medical
General Pharmacology-the Vascular System ; medical
Peace Economics, Peace Science and Public Policy ; social
European Journal of International Management ; social
International Journal of Intelligent Information Technologies ; social
International Journal of Business Data Communications and Networking ; eecs
Mapan-journal of Metrology Society of India ; eecs
Frontiers of Mechanical Engineering in China ; engineering
Journal of Archaeological Science ; earth
Veterinary Research Communications ; diseases
Agricultural and Forest Meteorology ; bio
Research in African Literatures ; social
Enantiomer ; chem
Progress in Biochemistry and Biophysics ; medical
Clinical Science ; medical
Aesthetic Plastic Surgery ; health
Annals of Probability ; mathphysics
Current Proteomics ; biotech
Annals of Indian Academy of Neurology ; brain
Current Opinion in Neurobiology ; brain
Cultural Critique ; humanities
Analysis in Theory and Applications ; mathphysics
Research Strategies ; eecs
Osteoporosis International ; medical
Industrial Lubrication and Tribology ; engineering
Asian Journal of Political Science ; social
International Journal of Law and Information Technology ; social
Verhaltenstherapie ; health
Chirality ; chem
Revista De Historia Economica ; social
African Zoology ; bio
Teratogenesis Carcinogenesis and Mutagenesis ; health
Asian Journal of Andrology ; medical
Research on Language and Social Interaction ; social
History and Philosophy of Logic ; humanities
Archivos Argentinos De Pediatria ; medical
Journal of Engineering Materials and Technology-transactions of The Asme ; engineering
Northeastern Naturalist ; bio
The Journal of Thoracic and Cardiovascular Surgery ; medical
Update on Cancer Therapeutics ; medical
Coloration Technology ; engineering
Critical Perspectives on Accounting ; social
Journal of Educational Administration ; social
Theoretical and Computational Fluid Dynamics ; engineering
Journal of Analytical Toxicology ; brain
Pattern Recognition and Image Analysis ; eecs
Journal of Phase Equilibria ; engineering
IEEE Instrumentation & Measurement Magazine ; eecs
Gartenbauwissenschaft ; bio
Drug Metabolism Letters ; health
Journal of Chinese Integrative Medicine ; medical
Concepts in Magnetic Resonance Part B-magnetic Resonance Engineering ; brain
Mathematical Biosciences and Engineering ; brain
Journal of Computing and Information Science in Engineering ; mathphysics
Botanical Journal of the Linnean Society ; bio
Kona Powder and Particle Journal ; earth
Annales Historiques De La Revolution Francaise ; humanities
Reviews in Inorganic Chemistry ; chem
Nursing & Health Sciences ; health
Trakya Universitesi Tip Fakultesi Dergisi ; health
International Journal of Management and Enterprise Development ; social
Journal of Plasma Physics ; mathphysics
Journal of Construction Research ; social
Communications in Statistics-theory and Methods ; social
Journal of the Operational Research Society ; social
European Review of Social Psychology ; social
Journal of Receptors and Signal Transduction ; medical
Accounting and Business Research ; social
Journal of Ship Research ; engineering
Mester ; humanities
Acta Mathematica ; mathphysics
Educational Policy ; social
Journal of Autism and Developmental Disorders ; social
Journal of Water Chemistry and Technology ; engineering
Manual Therapy ; health
Journal of Low Frequency Noise Vibration and Active Control ; engineering
Vocations and Learning ; social
Nature Reviews Urology ; medical
Sex Education ; social
Sexually Transmitted Infections ; diseases
Sight and Sound ; humanities
Journal of Veterinary Behavior-clinical Applications and Research ; diseases
American Law and Economics Review ; social
Spe Production & Operations ; engineering
Turkish Journal of Veterinary & Animal Sciences ; diseases
Radiophysics and Quantum Electronics ; eecs
Diabetes Care ; medical
International Journal of Consumer Studies ; social
Data and Knowledge Engineering ; eecs
Local Environment ; social
Zeitschrift Fur Die Neutestamentliche Wissenschaft Und Die Kunde Der Alteren Kirche ; humanities
Journal of Industrial Textiles ; engineering
Engineering Science and Education Journal ; eecs
Arbor-ciencia Pensamiento Y Cultura ; social
Environmental Values ; social
Progress in Neurology and Psychiatry ; brain
Polish Polar Research ; earth
Dynamic Medicine ; health
Acta Neurochirurgica ; brain
Future Cardiology ; medical
Interpreting ; social
American Journal of Law & Medicine ; health
Expert Review of Medical Devices ; health
Extrapolation ; humanities
Tourism Management ; social
Zeitschrift Fur Medizinische Physik ; medical
Clinical Acupuncture and Oriental Medicine ; health
Thrombosis Journal ; medical
Swiss Journal of Geosciences ; earth
Cement Concrete and Aggregates ; engineering
Computer Science Review ; mathphysics
Cadernos De Saude Publica ; bio
Ethics and Information Technology ; eecs
Journal of Relationship Marketing ; social
Pharmacological Research ; medical
Adolescent Psychiatry ; brain
Research in Experimental Medicine ; medical
Palynology ; earth
Transactions of The Charles S Peirce Society ; humanities
Rofo-fortschritte Auf Dem Gebiet Der Rontgenstrahlen Und Der Bildgebenden Verfahren ; brain
Field Analytical Chemistry and Technology ; chem
Ekoloji ; engineering
Marine Ecology ; bio
Aquatic Sciences ; earth
Community Mental Health Journal ; health
International Journal of Psychiatry in Clinical Practice ; brain
Ire Transactions on Engineering Management ; social
Information Systems Management ; eecs
Third World Quarterly ; social
Psycho-oncologie ; health
Regulation & Governance ; social
Revue Francaise D Allergologie ; medical
Quantum Information Processing ; mathphysics
Journal of The Indian Society of Remote Sensing ; earth
Metu Journal of The Faculty of Architecture ; social
Paedagogica Historica ; social
Applications of Mathematics ; mathphysics
Plant Physiology and Biochemistry ; bio
Veterinaria Mexico ; diseases
Tissue Engineering ; health
Advances in Carbohydrate Chemistry and Biochemistry ; chem
American Journal of Cancer ; medical
Cellular Reprogramming ; diseases
Revue Suisse De Zoologie ; bio
Proceedings of The American Thoracic Society ; medical
American Journal of Botany ; bio
Australian Economic Papers ; social
Midwifery ; health
Canadian Mineralogist ; earth
Nutrition Metabolism and Cardiovascular Diseases ; medical
Journal of Philosophy of Education ; humanities
Journal of Hydrodynamics ; engineering
Hybridoma ; diseases
The Journal of The Association for Persons With Severe Handicaps ; social
Journal of Environmental Science and Health Part C-environmental Carcinogenesis & Ecotoxicology Reviews ; engineering
Boundary Value Problems ; mathphysics
Synthesis Lectures on Speech and Audio Processing ; eecs
Improving Schools ; social
Immunology Letters ; diseases
Journal of Legal History ; humanities
Journal of African Languages and Linguistics ; humanities
Neuropsychology Review ; brain
Cold Spring Harbor Symposia on Quantitative Biology ; diseases
Behaviour ; bio
Proceedings of The Asist Annual Meeting ; eecs
Biophysical Reviews and Letters ; biotech
Revista Brasileira De Anestesiologia ; medical
Pneumologie ; medical
Journal of Aerosol Medicine-deposition Clearance and Effects in The Lung ; medical
Active Learning in Higher Education ; social
Elt Journal ; social
Journal of Pharmacological and Toxicological Methods ; diseases
Travel Medicine and Infectious Disease ; brain
Nature ; interdiscipline
Journal of Organizational Behavior Management ; brain
Botanical Bulletin of Academia Sinica ; bio
Review of Pacific Basin Financial Markets and Policies ; social
Pediatric Physical Therapy ; brain
Iatss Research ; engineering
Journal of Manufacturing Technology Management ; social
Advances in Heterocyclic Chemistry ; chem
Journal of Motor Behavior ; brain
River Research and Applications ; bio
Pharmacotherapy ; medical
Linguistic Typology ; humanities
Biochemistry (moscow) Supplement Series B: Biomedical Chemistry ; medical
International Organization ; social
Limnetica ; bio
Journal of Nonlinear Mathematical Physics ; mathphysics
Journal of Coordination Chemistry ; chem
Sexualities, Evolution & Gender ; social
International Journal of Conflict Management ; social
International Journal of Production Economics ; social
Acoustics Australia ; engineering
Geobios ; earth
European Financial Management ; social
Regular & Chaotic Dynamics ; mathphysics
Piel ; medical
Neuropsychiatrie De L'enfance Et De L'adolescence ; health
Current Medicinal Chemistry - Anti-inflammatory & Anti-allergy Agents ; diseases
Zeitschrift Fur Germanistische Linguistik ; humanities
European Transactions on Telecommunications ; eecs
Metacognition and Learning ; social
Administrative Science Quarterly ; social
Gladius ; social
Archives of Otolaryngology-head & Neck Surgery ; brain
Clinical Biomechanics ; health
Expert Opinion on Therapeutic Patents ; chem
New Left Review ; social
Iowa Law Review ; social
Cellular and Molecular Life Sciences ; diseases
Journal of Evolutionary Psychology ; bio
Designs, Codes and Cryptography ; mathphysics
Herz ; medical
IEEE Sensors Journal ; engineering
Journal of Popular Music Studies ; humanities
Indian Journal of Pharmaceutical Education and Research ; social
American Journal of International Law ; social
International Journal of Social Research Methodology ; social
Bulletin of Spanish Studies ; humanities
Baltica ; earth
Australian Journal of Earth Sciences ; earth
Classical World ; humanities
Journal of Environmental Pathology Toxicology and Oncology ; diseases
Journal of Tropical Forest Science ; bio
Mutation Research-genetic Toxicology and Environmental Mutagenesis ; health
Ecology of Food and Nutrition ; medical
Hts Teologiese Studies-theological Studies ; humanities
Journal of Perinatal Medicine ; medical
Micron ; diseases
Journal of Child & Adolescent Mental Health ; social
International Journal of Solids and Structures ; engineering
Australian Journal of Public Administration ; social
Entrepreneurship Theory and Practice ; social
Columbia Law Review ; social
Cancer Research ; medical
Cytobios ; diseases
Religion ; social
The American Journal of Clinical Nutrition ; health
Immunotherapy ; diseases
Justice System Journal ; social
Biopharmaceutics & Drug Disposition ; health
Journal of The Korean Society of Food Science and Nutrition ; chem
Combinatorial Chemistry & High Throughput Screening ; chem
Policy and Politics ; social
Journal of Fluorescence ; chem
Invertebrate Systematics ; bio
IEEE Transactions on Robotics ; eecs
Acta Paulista De Enfermagem ; health
Nursing Outlook ; health
IEEE Latin America Transactions ; eecs
Investigacion Agraria-sistemas Y Recursos Forestales ; bio
Theoretical and Experimental Chemistry ; chem
Journal of The Royal College of Surgeons of Edinburgh ; medical
Electrochemical and Solid State Letters ; engineering
Journal of Cereal Science ; chem
Journal of Architectural Conservation ; engineering
Research Quarterly for Exercise and Sport ; health
Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering ; engineering
Serials Review ; eecs
Journal of Pharmacy Practice ; health
Journal of Ecotourism ; social
European Journal of Medical Genetics ; medical
European Review of Agricultural Economics ; social
Journal of Diabetes and Its Complications ; medical
Journal of Consulting and Clinical Psychology ; health
Journal of Manual & Manipulative Therapy ; health
Social Science History ; humanities
Turkish Journal of Field Crops ; bio
The Bulletin of Tokyo Dental College ; health
Molecular Human Reproduction ; medical
The Biological Bulletin ; bio
International Journal of Law Crime and Justice ; social
Journal of Cardiovascular Computed Tomography ; medical
International Journal of Rehabilitation Research ; brain
Atmosfera ; earth
New Generation Computing ; eecs
Journal of Mental Health ; health
Korean Journal of Parasitology ; bio
Journal of Bioactive and Compatible Polymers ; health
Expert Opinion on Drug Discovery ; diseases
Nordic Journal of Botany ; bio
Transactions of The Society for Computer Simulation International ; eecs
The Journal of Island and Coastal Archaeology ; earth
Convergencia-revista De Ciencias Sociales ; social
Journal of Korean Neurosurgical Society ; health
Helicobacter ; medical
Journal of Cardiovascular Medicine ; medical
The Clinical Supervisor ; social
Seminars in Thoracic and Cardiovascular Surgery ; medical
Visual Neuroscience ; brain
Anthropos ; social
Visual Studies ; social
Jassa-the Finsia Journal of Applied Finance ; social
Analusis ; chem
Techniques in Neurosurgery ; brain
Fontes Artis Musicae ; humanities
Electronic Transactions on Numerical Analysis ; mathphysics
Annals of Glaciology ; earth
Clinical Lipidology ; medical
International Journal of Energy Technology and Policy ; engineering
Ibm Systems Journal ; eecs
International Journal of Bilingual Education and Bilingualism ; social
Chinese Education and Society ; social
Current Drug Targets ; diseases
GeoArabia ; earth
Journal of Astrophysics and Astronomy ; mathphysics
International Journal of Pressure Vessels and Piping ; engineering
Advances in Antiviral Drug Design ; diseases
Journal of the Association for Information Systems ; social
Journal De Chirurgie ; medical
Journal of Policy Reform ; social
Business & Society ; social
Journal of Sustainable Tourism ; social
Health Information and Libraries Journal ; health
International Journal of Phytoremediation ; bio
British Journal of Medical Psychology ; health
Communication Monographs ; social
Nonlinear Processes in Geophysics ; mathphysics
Diabetes Research and Clinical Practice ; medical
Modern Physics Letters B ; mathphysics
Radioprotection ; medical
Papillomavirus Report ; diseases
Journal of the Physical Society of Japan ; mathphysics
Asian Journal of Surgery ; medical
Chemical Record ; chem
The Quarterly Review of Economics and Finance ; social
Medical Dosimetry ; medical
Journal of International Economics ; social
Journal of Arthroplasty ; health
South African Journal of Education ; social
Evidence-based Obstetrics & Gynecology ; medical
Journal of Medical Physics ; medical
Journal of Academic Ethics ; social
International Journal of Bioinformatics Research and Applications ; biotech
Current Opinion in Biotechnology ; biotech
Marine Chemistry ; earth
Annales De Chirurgie Plastique Esthetique ; health
IEEE Transactions on Evolutionary Computation ; eecs
Journal of The Autonomic Nervous System ; diseases
Acta Ornithologica ; bio
Soil & Tillage Research ; engineering
Cement Wapno Beton ; engineering
Early American Literature ; humanities
Feminist Criminology ; social
Journal of Biochemistry and Molecular Biology ; medical
Biodemography and Social Biology ; health
Main Group Chemistry ; chem
Rendiconti Lincei-matematica E Applicazioni ; mathphysics
Community Development Journal ; social
Marketing Intelligence & Planning ; social
Journal of Heart Valve Disease ; medical
Jsae Review ; engineering
Canadian Metallurgical Quarterly ; engineering
Acs Symposium Series ; chem
Ariel-a Review of International English Literature ; humanities
Biological Agriculture & Horticulture ; engineering
Sexual Plant Reproduction ; bio
Annales De Chirurgie ; medical
Analysis and Applications ; mathphysics
Interacting with Computers ; eecs
Neophilologus ; social
Journal of Conflict and Security Law ; social
TESOL Quarterly ; social
Cancer Cell ; medical
Information & Computation ; eecs
Folia Microbiologica ; diseases
Journal of Oral Rehabilitation ; health
Review of Radical Political Economics ; social
Hispania Sacra ; earth
Biotechnology Advances ; biotech
Biology of Reproduction ; medical
Historia Mathematica ; humanities
Journal of Nuclear Cardiology ; medical
Mechanics of Time-dependent Materials ; engineering
European Sport Management Quarterly ; social
Built Environment ; social
Monthly Weather Review ; earth
British Medical Bulletin ; brain
Biota Neotropica ; bio
Lymphatic Research and Biology ; medical
Journal of Texture Studies ; chem
Stem Cell Research ; diseases
Neuropsychologia ; brain
International Journal of Pattern Recognition and Artificial Intelligence ; eecs
Contributions to Zoology ; earth
Clinical Intensive Care ; medical
Journal of Organizational Behavior ; social
Srpski Arhiv Za Celokupno Lekarstvo ; health
Molecular Psychiatry ; medical
Medizinische Welt ; medical
Middle East Journal ; social
Southern African Journal of Hiv Medicine ; medical
Eukaryotic Cell ; biotech
American Journal of Physiology-endocrinology and Metabolism ; medical
Monumenta Nipponica ; humanities
Surface and Interface Analysis ; mathphysics
Current Gastroenterology Reports ; medical
Skeletal Radiology ; health
Medicine ; medical
Regional Science and Urban Economics ; social
Community College Review ; social
Plant Physiology ; bio
Physiological Genomics ; biotech
Harvard Law Review ; social
Indian Journal of Radiology and Imaging ; brain
Comparative Literature ; humanities
Hahr-hispanic American Historical Review ; social
Human Reproduction ; medical
Journal of Roman Archaeology ; earth
Sabrao Journal of Breeding and Genetics ; bio
Brief Treatment and Crisis Intervention ; social
American Journal of Archaeology ; earth
Revue D Epidemiologie Et De Sante Publique ; social
Cosmic Research ; mathphysics
Journal of Applied Logic ; eecs
Acta Literaria ; humanities
Journal of Economic Surveys ; social
New Zealand Geographer ; social
European Transactions on Electrical Power ; eecs
Criminal Justice Review ; social
Trials ; health
Iranian Journal of Fuzzy Systems ; eecs
IEEE Transactions on Knowledge and Data Engineering ; eecs
The Journal of Academic Librarianship ; eecs
Japanese Magazine of Mineralogical and Petrological Sciences ; earth
Journal of Family Therapy ; social
Motivation and Emotion ; social
Journal of Intelligent Material Systems and Structures ; engineering
International Journal of Food Microbiology ; biotech
Israel Journal of Plant Sciences ; bio
Medical Law Review ; health
Comptes Rendus De L Academie Des Sciences Serie Iv Physique Astrophysique ; mathphysics
Cephalalgia ; brain
Neuropsychiatry Neuropsychology and Behavioral Neurology ; brain
Korean Journal of Urology ; medical
Polymer International ; chem
Journal of Child & Adolescent Substance Abuse ; health
Journal of Thermal Science ; engineering
Review of Industrial Organization ; social
Transportation Research Part D-transport and Environment ; social
Biology and Philosophy ; brain
Revista Brasileira De Farmacognosia-brazilian Journal of Pharmacognosy ; chem
Journal of Tissue Viability ; health
Transactions in Gis ; earth
Zebrafish ; medical
Periodontology 2000 ; health
CardioVascular and Interventional Radiology ; medical
IEEE Transactions on Industrial Informatics ; eecs
Journal of Financial Research ; social
International Criminal Law Review ; social
Emc - Toxicologie-pathologie ; health
Journal of Electronic Imaging ; eecs
Cytogenetic and Genome Research ; diseases
Journal of Fluency Disorders ; brain
Scientia Agricola ; engineering
Nations and Nationalism ; social
Agrociencia ; bio
Journal of Food Quality ; chem
Journal of Applied Economics ; social
French Historical Studies ; humanities
Journal of Applied Animal Research ; diseases
Comparative Political Studies ; social
Journal of Material Culture ; social
Cement & Concrete Composites ; engineering
Journal of Emergency Nursing ; health
Neuroendocrinology Letters ; health
Journal of Medical Ultrasonics ; medical
Recent Patents on Anti-cancer Drug Discovery ; chem
Journal of The American Academy of Orthopaedic Surgeons ; health
The Journal of Alternative Investments ; social
Environmental Conservation ; bio
American Journal of Cardiovascular Drugs ; medical
Journal of Fluid Mechanics ; engineering
Materials Science & Engineering R-reports ; eecs
Manufacturing & Service Operations Management ; social
Global Media and Communication ; social
Pediatric Health ; medical
Archivo Espanol De Arte ; humanities
Georgetown Law Journal ; social
Canadian Journal of Diabetes ; medical
Tropical Plant Pathology ; bio
Natureza & Conservacao ; bio
Tissue Engineering and Regenerative Medicine ; health
Malaysian Journal of Library & Information Science ; eecs
Postharvest Biology and Technology ; bio
Zeitschrift Fur Psychosomatische Medizin Und Psychotherapie ; health
European Physical Journal H ; mathphysics
Education, Citizenship and Social Justice ; social
Computer Aided Geometric Design ; eecs
Food Hydrocolloids ; chem
New Media & Society ; social
Journal of Physical Chemistry Letters ; chem
History of Education ; humanities
Physiotherapy Canada ; health
Review of International Economics ; social
Soil & Sediment Contamination ; engineering
Transfusion Clinique Et Biologique ; medical
International Review of Social History ; humanities
Endocrine Practice ; medical
Applied Mathematics-a Journal of Chinese Universities Series B ; mathphysics
Croatian Journal of Forest Engineering ; bio
Plant Soil and Environment ; bio
Journal of Toxicological Sciences ; medical
Brain Topography ; brain
Journal of Cardiopulmonary Rehabilitation and Prevention ; health
International Journal of Food Science and Technology ; chem
Cytokine ; diseases
Econometric Theory ; social
Experimental & Clinical Cardiology ; medical
Aids Reader ; medical
Foreign Policy Analysis ; social
Social Work in Health Care ; social
Journal of The American Animal Hospital Association ; diseases
Review of Central and East European Law ; social
Journal of The Society for Integrative Oncology ; medical
Zeitschrift Fur Kristallographie-new Crystal Structures ; chem
Australian and New Zealand Journal of Criminology ; social
Vascular Pharmacology ; medical
Health Communication ; social
Adult Education Quarterly ; social
Journal of Contemporary Asia ; social
Journal of Law Economics & Organization ; social
Accounting, Auditing & Accountability Journal ; social
Soils and Foundations ; engineering
Child and Adolescent Mental Health ; health
